"SEQ_ID","REF_TITLE","country","db_xref","host","mol_type","note","organism","specimen_voucher","collected_by","collection_date","identified_by","isolate","isolation_source","culture_collection","strain","clone","environmental_sample","lat_lon","tissue_type","altitude","variety"
"JQ905629","Sampling effect in estimating tropical fungal endophyte diversity: Are we undersampling?","","taxon:1197671","Hevea brasiliensis","genomic DNA","","Xylariales sp. MS102","","Romina Gazis","","","","sapwood","","MS102","","","","","",""
"KF435685","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Mansoa sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK543","","","","","","",""
"KF435687","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Mansoa sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK592","","","","","","",""
"KF435779","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Ocotea puberula","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1097","","","","","","",""
"KF435889","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","","taxon:410823","Piper sp.","genomic DNA","collected under permit, Coiba National Park","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK383","","","","","","",""
"KF435929","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Protium tenuifolium","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1275","","","","","","",""
"KF436148","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Spondias mombin","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK1466","","","","","","",""
"KF436169","Bioactivity of fungal endophytes as a function of endophyte taxonomy and the taxonomy and distribution of their host plants","Panama","taxon:410823","Tabernaemontana arborea","genomic DNA","collected under permit, Barro Colorado Natural Monument","fungal endophyte","","Sarah Higginbotham, Liliana Iturrado, Indira Martinez","","","","asymptomatic, surface-sterilized leaf","STRI:ICBG-Panama:TK125","","","","","","",""
"KF466916","Isolation of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:1420307","Cyclanthera pedata (L.) Schrad.","genomic DNA","","fungal sp. E13427G","","Connie M. Lu","19-Mar-2013","","E13427G","","","","","","0.4982 S 76.3735 W","","",""
"AJ390414","Phylogenetic study of Hypoxylon and related genera based on ribosomal ITS sequences","","taxon:97377","","genomic DNA","","Biscogniauxia mediterranea","","","","","B82M","","","","","","","mycelium","",""
"AY590787","Silvicultural and pathological evaluation of Scots pine afforestations mixed with deciduous trees to reduce the infections by Heterobasidion annosum s.s.","Lithuania","taxon:273285","Pinus sylvestris","genomic DNA","","Xylaria sp. olrim65","","","","","olrim65","xylem from sound-looking stem","","","","","","","",""
"FN435726","First fungal community analyses of endophytic ascomycetes associated with Viscum album ssp. austriacum and its host Pinus sylvestris","Germany","taxon:668252","Viscum album subsp. austriacum","genomic DNA","","Xylaria sp. agrAR143","M-0128312","Peroh","03-Nov-2006","Peroh","","host stem","","agrAR143","","","","","",""
"FN435766","First fungal community analyses of endophytic ascomycetes associated with Viscum album ssp. austriacum and its host Pinus sylvestris","Germany","taxon:668273","Viscum album subsp. austriacum","genomic DNA","","Xylaria sp. agrAR229","M-0128310","Peroh","24-Nov-2006","Peroh","","host leaf","","agrAR229","","","","","",""
"FN435792","First fungal community analyses of endophytic ascomycetes associated with Viscum album ssp. austriacum and its host Pinus sylvestris","Germany","taxon:668281","Viscum album subsp. austriacum","genomic DNA","","Xylaria sp. agrAR275","M-0128304","Peroh","08-Dec-2006","Peroh","","host leaf","","agrAR275","","","","","",""
"HQ599578","Fungal Planet 53: Anthostomella pinea","France","taxon:933095","","genomic DNA","MB517531","Anthostomella pinea","","P.W. Crous","17-Jul-2010","","","on needles of Pinus sp.","CBS:128205;CPC:18387","","","","","","",""
"KJ406991","Diversity of fungi associated with needles of pinus radiata in tasmania","","taxon:933095","Pinus radiata","genomic DNA","","Anthostomella pinea","","","","","","needle","","CL199","","","","","",""
"KJ406992","Diversity of fungi associated with needles of pinus radiata in tasmania","","taxon:933095","Pinus radiata","genomic DNA","","Anthostomella pinea","","","","","","needle","","CL213","","","","","",""
"KJ406993","Diversity of fungi associated with needles of pinus radiata in tasmania","","taxon:933095","Pinus radiata","genomic DNA","","Anthostomella pinea","","","","","","needle","","C14","","","","","",""
"FJ175174","Distribution of the antifungal agents sordarins across filamentous fungi","Venezuela","taxon:573847","","genomic DNA","","Xylaria sp. F-065,308","","","","","","","","F-065,308","","","","","",""
"JN159721","Diversity and antifungal, cytotoxic and leishmanicidal activities of endophytic fungi community of Stryphnodendron adstringens (Mart.) Coville (Fabaceae)","Brazil","taxon:1090307","Stryphnodendron adstringens","genomic DNA","","Xylaria sp. 2 UFMGCB 5083","","Carvalho, C.R.","20-Nov-2009","Carvalho, C.R.","","leaf","","UFMGCB 5083","","","","","",""
"JN418794","Comparison of Endophytes Isolated from Rainforest Plants","Ecuador","taxon:1076908","Sarcaulus vestitus","genomic DNA","","Xylaria sp. E10216c","","P.M. Barba","14-Feb-2011","","E10216c","","","","","","0.68 S 76.68 W","","",""
"JN903560","Filamentous fungi from the Atlantic marine sponge Dragmacidon reticulatum","Brazil","taxon:1156067","Dragmacidon reticulatum (marine sponge)","genomic DNA","","Xylaria sp. CBMAI1354","","","","","CBMAI1354","","","","","","","","",""
"AF163024","Phylogenetic analysis of Xylaria based on nuclear ribosomal ITS1-5. 8S-ITS2 sequences","","taxon:114821","","genomic DNA","","Hypoxylon sp. SFC 971026-6","","","","","","","","SFC 971026-6","","","","","",""
"AF201716","The Phyloecology of Hypoxylon spp. sensu lato using two partial gene sequences","","ATCC:38991;taxon:327061","","genomic DNA","","Annulohypoxylon truncatum","","","","","","","","ATCC38991","","","","","",""
"AJ390395","Phylogenetic study of Hypoxylon and related genera based on ribosomal ITS sequences","USA","taxon:327058","","genomic DNA","","Annulohypoxylon annulatum","","","","","H3M","","","","","","","mycelium","",""
"AY909026","Molecular phylogenetic studies within the family Xylariaceae based on ribosomal DNA sequences","","taxon:327058","","genomic DNA","","Annulohypoxylon annulatum","","","","","","","","F-160,849","","","","","",""
"FJ478107","Phylogenetic analysis of the sequences of rDNA and internal transcribed spacer (ITS) of fungi isolated from Jiangsu and Anhui Provinces","","taxon:327061","","genomic DNA","","Annulohypoxylon truncatum","","Yong Sun","Jun-2008","","","fruit body","","xsd08029","","","","","",""
"GQ996147","Characterizing the fungal associates of tree seedlings in a temperate mixed hardwood forest: Implications for forest diversity","USA: Duke Forest, Orange County, North Carolina","taxon:862015","Acer barbatum","genomic DNA","","fungal sp. mh384.5","","","","","","seedling upper stem","","mh384.5","","","","","",""
"JQ747510","","China: Shizi Mountain of Chengdu City, Sichuan Province","taxon:327061","","genomic DNA","","Annulohypoxylon truncatum","","Yan-Hong Mu","","","FX","","","","","","","","",""
"AB449097","Phylogenetic Analysis of Xylariaceae","","taxon:553073","","genomic DNA","","Hypoxylon sp. TI070913","","","","","","","","TI070913","","","","","",""
"AB741598","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219232","Camellia japonica","genomic DNA","","Xylariaceae sp. 4Y-Cj9-1","personal:Osono,T.:4Y-Cj9-1","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"AB741599","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219233","Diplospora dubia","genomic DNA","","Xylariaceae sp. 4Y-Dd2-5","personal:Osono,T.:4Y-Dd2-5","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"AB741602","Comparison of diversity and assemblage of Xylariaceous endophytes between subtropical and temperate forests in Japan","Japan:Okinawa, Yanbaru","taxon:1219236","Cinnamomum doederleinii","genomic DNA","","Xylariaceae sp. 4Y-Cd6-1","personal:Osono,T.:4Y-Cd6-1","","27-Apr-2010","","","living leaf","","","","","26.73 N 128.22 E","","",""
"DQ223760","Phylogenetic relationships of Hypoxylon species from Thailand inferred from the internal transcribed spacer regions of ribosomal RNA genes","Thailand","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","SUT058","","","","","","","","",""
"DQ223761","Phylogenetic relationships of Hypoxylon species from Thailand inferred from the internal transcribed spacer regions of ribosomal RNA genes","Thailand","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","SUT243","","","","","","","","",""
"EF694656","Fungal endophyte diversity in coffee plants","USA:Hawaii","taxon:471557","Coffea arabica","genomic DNA","","Xylariaceae sp. VegaE2-68","H1A","","","","","leaf endophyte","","VegaE2-68","","","","","",""
"EF694657","Fungal endophyte diversity in coffee plants","Colombia","taxon:471558","Coffea arabica","genomic DNA","","Xylariaceae sp. Vega369","CS49-2","","","","","crown endophyte","","Vega369","","","","","",""
"EU272517","Fungal endophytes from an Andean Colombian Paramo ecosystem inhibit the in vitro growth of plant pathogens","Colombia: Andean paramo ecosystem","taxon:326628","Espeletia sp.","genomic DNA","","Annulohypoxylon stygium","","","","","2713","","","","","","","","",""
"EU272529","Fungal endophytes from an Andean Colombian Paramo ecosystem inhibit the in vitro growth of plant pathogens","Colombia: Andean paramo ecosystem","taxon:326628","Espeletia sp.","genomic DNA","","Annulohypoxylon stygium","","","","","2725","","","","","","","","",""
"EU678667","Diverse Non-mycorrhizal Fungal Endophytes Inhabiting an Epiphytic, Medicinal Orchid (Dendrobium nobile): Estimation and Characterization","","taxon:528982","","genomic DNA","PCR_primers=fwd_name: ITS1, rev_name: ITS4","Hypoxylon sp. L8","","","","","","","","L8","","","","","",""
"EU686817","Culturing and direct PCR suggest prevalent host generalism among diverse fungal endophytes of tropical forest grasses","","taxon:410823","Chusquea simpliciflora","genomic DNA","","fungal endophyte","","K.L. Higgins","","","1186","asymptomatic photosynthetic tissue","","","","","","","",""
"EU818910","Evaluation of Endophytic Fungi Isolated from a Thai Forest as Potential Bioactive Compound Producers","Thailand","taxon:571399","Balakata baccata","genomic DNA","","fungal endophyte sp. P51-035","","","","","P51-035","","","","","","","","",""
"FJ008986","Morphology and Molecular Characteristics of Mangrove Endophytic Fungus in South China Sea","","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","105F","mangrove plants","","","","","","","",""
"FJ205451","Molecular analysis of root associated fungal endophytes of Taiwan native orchids","","taxon:326628","","genomic DNA","","Annulohypoxylon stygium","","","","","ntu44","","","","","","","","",""
"FJ612866","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595161","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L642","ARIZ:L642","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612867","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595162","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L644","ARIZ:L644","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ612876","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:595172","Cecropia insignis","genomic DNA","","fungal sp. ARIZ L671","ARIZ:L671","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
"FJ613108","Diversity and evolutionary origins of fungi associated with seeds of a neotropical pioneer tree: a case study for analysing fungal environmental samples","Panama: Barro Colorado Island","taxon:594930","Cecropia insignis","genomic DNA","","fungal sp. ARIZ B643","ARIZ:B643","","","","","a surface-sterilized, ungerminated, and asymptomatic seed of the neotropical pioneer tree following seed incubation in forest soil","","","","","","","",""
